@relation dataset-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C9-L1-5-V-H-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C10-L1-3-V-H-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C11-L1-3-V-H

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute outputs-1 {0,1,2,3,4}
@attribute outputs-2 {0,1,2}
@attribute outputs-3 {0,1,2}

@data
1102,'2019/10/29 11:10:20:052',23,0,0,22,465,0,4,?,?
1103,'2019/10/29 11:10:20:069',23,0,0,22,465,0,4,?,?
1104,'2019/10/29 11:10:20:085',23,0,0,22,464,0,4,?,?
1105,'2019/10/29 11:10:20:103',23,0,0,22,464,0,4,?,?
1106,'2019/10/29 11:10:20:119',23,0,0,22,465,0,4,?,?
1107,'2019/10/29 11:10:20:135',23,0,0,22,465,0,4,?,?
1108,'2019/10/29 11:10:20:152',23,0,0,21,464,0,4,?,?
1109,'2019/10/29 11:10:20:168',23,0,0,21,464,0,4,?,?
1110,'2019/10/29 11:10:20:185',23,0,0,18,463,0,4,?,?
1111,'2019/10/29 11:10:20:201',23,0,0,18,463,0,4,?,?
1112,'2019/10/29 11:10:20:219',23,0,0,18,462,0,4,?,?
1113,'2019/10/29 11:10:20:235',23,0,0,18,462,0,4,?,?
1114,'2019/10/29 11:10:20:252',23,0,0,18,462,0,4,?,?
1115,'2019/10/29 11:10:20:269',23,0,0,18,459,0,4,?,?
1116,'2019/10/29 11:10:20:285',23,0,0,18,459,0,4,?,?
1117,'2019/10/29 11:10:20:302',23,0,0,18,457,0,4,?,?
1118,'2019/10/29 11:10:20:318',23,0,0,18,457,0,4,?,?
1119,'2019/10/29 11:10:20:335',23,0,0,15,455,0,4,?,?
1120,'2019/10/29 11:10:20:352',23,0,0,15,455,0,4,?,?
1121,'2019/10/29 11:10:20:368',23,0,0,15,453,0,4,?,?
1122,'2019/10/29 11:10:20:385',23,0,0,15,453,0,4,?,?
1123,'2019/10/29 11:10:20:402',23,0,0,14,451,0,4,?,?
1124,'2019/10/29 11:10:20:418',23,0,0,14,451,0,4,?,?
1125,'2019/10/29 11:10:20:435',23,0,0,16,450,0,4,?,?
1126,'2019/10/29 11:10:20:451',23,0,0,16,450,0,4,?,?
1127,'2019/10/29 11:10:20:468',23,0,0,15,455,0,4,?,?
1128,'2019/10/29 11:10:20:485',23,0,0,15,458,0,4,?,?
1129,'2019/10/29 11:10:20:501',23,0,0,15,458,0,4,?,?
1130,'2019/10/29 11:10:20:518',23,0,0,17,460,0,4,?,?
1131,'2019/10/29 11:10:20:535',23,0,0,17,460,0,4,?,?
1132,'2019/10/29 11:10:20:551',23,0,0,17,460,0,4,?,?
1133,'2019/10/29 11:10:20:568',23,0,0,17,460,0,4,?,?
1134,'2019/10/29 11:10:20:585',23,0,0,16,462,0,4,?,?
1135,'2019/10/29 11:10:20:601',23,0,0,16,462,0,4,?,?
1136,'2019/10/29 11:10:20:618',23,0,0,17,462,0,4,?,?
1137,'2019/10/29 11:10:20:636',23,0,0,17,462,0,4,?,?
1138,'2019/10/29 11:10:20:651',23,0,0,17,462,0,4,?,?
1139,'2019/10/29 11:10:20:668',23,0,0,21,465,0,4,?,?
1140,'2019/10/29 11:10:20:685',23,0,0,21,465,0,4,?,?
1141,'2019/10/29 11:10:20:701',23,0,0,18,466,0,4,?,?
1142,'2019/10/29 11:10:20:718',23,0,0,18,466,0,4,?,?
1143,'2019/10/29 11:10:20:735',23,0,0,19,467,0,4,?,?
1144,'2019/10/29 11:10:20:752',23,0,0,19,467,0,4,?,?
1145,'2019/10/29 11:10:20:768',23,0,0,19,467,0,4,?,?
1146,'2019/10/29 11:10:20:784',23,0,0,19,467,0,4,?,?
1147,'2019/10/29 11:10:20:802',23,0,0,20,467,0,4,?,?
1148,'2019/10/29 11:10:20:818',23,0,0,20,467,0,4,?,?
1149,'2019/10/29 11:10:20:835',23,0,0,21,466,0,4,?,?
1150,'2019/10/29 11:10:20:853',23,0,0,21,466,0,4,?,?
1151,'2019/10/29 11:10:20:869',23,0,0,21,466,0,4,?,?
1152,'2019/10/29 11:10:20:885',23,0,0,21,466,0,4,?,?
1153,'2019/10/29 11:10:20:901',23,0,0,21,465,0,4,?,?
1154,'2019/10/29 11:10:20:918',23,0,0,22,465,0,4,?,?
1155,'2019/10/29 11:10:20:935',23,0,0,22,465,0,4,?,?
1156,'2019/10/29 11:10:20:951',23,0,0,22,465,0,4,?,?
1157,'2019/10/29 11:10:20:968',23,0,0,22,465,0,4,?,?
1158,'2019/10/29 11:10:20:985',23,0,0,21,464,0,4,?,?
1159,'2019/10/29 11:10:21:001',23,0,0,21,464,0,4,?,?
1160,'2019/10/29 11:10:21:018',23,0,0,20,463,0,4,?,?
1161,'2019/10/29 11:10:21:034',23,0,0,20,463,0,4,?,?
1162,'2019/10/29 11:10:21:051',23,0,0,19,462,0,4,?,?
1163,'2019/10/29 11:10:21:069',23,0,0,19,462,0,4,?,?
1164,'2019/10/29 11:10:21:085',23,0,0,18,462,0,4,?,?
1165,'2019/10/29 11:10:21:101',23,0,0,18,462,0,4,?,?
1166,'2019/10/29 11:10:21:118',23,0,0,17,462,0,4,?,?
1167,'2019/10/29 11:10:21:135',23,0,0,17,462,0,4,?,?
1168,'2019/10/29 11:10:21:151',23,0,0,18,459,0,4,?,?
1169,'2019/10/29 11:10:21:168',23,0,0,18,459,0,4,?,?
1170,'2019/10/29 11:10:21:185',23,0,0,18,459,0,4,?,?
1171,'2019/10/29 11:10:21:202',23,0,0,18,459,0,4,?,?
1172,'2019/10/29 11:10:21:218',23,0,0,18,459,0,4,?,?
1173,'2019/10/29 11:10:21:234',23,0,0,18,460,0,4,?,?
1174,'2019/10/29 11:10:21:252',23,0,0,18,460,0,4,?,?
1175,'2019/10/29 11:10:21:268',23,0,0,19,460,0,4,?,?
1176,'2019/10/29 11:10:21:285',23,0,0,19,460,0,4,?,?
1177,'2019/10/29 11:10:21:301',23,0,0,19,459,0,4,?,?
1178,'2019/10/29 11:10:21:318',23,0,0,20,458,0,4,?,?
1179,'2019/10/29 11:10:21:335',23,0,0,20,458,0,4,?,?
1180,'2019/10/29 11:10:21:351',23,0,0,18,460,0,4,?,?
1181,'2019/10/29 11:10:21:368',23,0,0,18,460,0,4,?,?
1182,'2019/10/29 11:10:21:385',23,0,0,18,461,0,4,?,?
1183,'2019/10/29 11:10:21:401',23,0,0,18,461,0,4,?,?
1184,'2019/10/29 11:10:21:418',23,0,0,17,461,0,4,?,?
1185,'2019/10/29 11:10:21:434',23,0,0,17,461,0,4,?,?
1186,'2019/10/29 11:10:21:451',23,0,0,17,463,0,4,?,?
1187,'2019/10/29 11:10:21:469',23,0,0,17,463,0,4,?,?
1188,'2019/10/29 11:10:21:484',23,0,0,19,465,0,4,?,?
1189,'2019/10/29 11:10:21:501',23,0,0,19,465,0,4,?,?
1190,'2019/10/29 11:10:21:518',23,0,0,23,466,0,4,?,?
1191,'2019/10/29 11:10:21:534',23,0,0,23,466,0,4,?,?
1192,'2019/10/29 11:10:21:551',23,0,0,25,465,0,4,?,?
1193,'2019/10/29 11:10:21:568',23,0,0,25,465,0,4,?,?
1194,'2019/10/29 11:10:21:584',23,0,0,25,465,0,4,?,?
1195,'2019/10/29 11:10:21:601',23,0,0,25,465,0,4,?,?
1196,'2019/10/29 11:10:21:618',23,0,0,23,464,0,4,?,?
1197,'2019/10/29 11:10:21:635',23,0,0,23,464,0,4,?,?
1198,'2019/10/29 11:10:21:651',23,0,0,23,464,0,4,?,?
1199,'2019/10/29 11:10:21:668',23,0,0,23,464,0,4,?,?
1200,'2019/10/29 11:10:21:684',23,0,0,21,463,0,4,?,?
1201,'2019/10/29 11:10:21:701',23,0,0,21,463,0,4,?,?
1202,'2019/10/29 11:10:21:717',23,0,0,21,463,0,4,?,?
1203,'2019/10/29 11:10:21:734',23,0,0,21,463,0,4,?,?
1204,'2019/10/29 11:10:21:751',23,0,0,19,462,0,4,?,?
1205,'2019/10/29 11:10:21:769',23,0,0,19,462,0,4,?,?
1206,'2019/10/29 11:10:21:785',23,0,0,19,462,0,4,?,?
1207,'2019/10/29 11:10:21:801',23,0,0,19,462,0,4,?,?
1208,'2019/10/29 11:10:21:818',23,0,0,18,460,0,4,?,?
1209,'2019/10/29 11:10:21:834',23,0,0,18,460,0,4,?,?
1210,'2019/10/29 11:10:21:851',23,0,0,18,459,0,4,?,?
1211,'2019/10/29 11:10:21:867',23,0,0,18,459,0,4,?,?
1212,'2019/10/29 11:10:21:884',23,0,0,17,458,0,4,?,?
1213,'2019/10/29 11:10:21:901',23,0,0,17,458,0,4,?,?
1214,'2019/10/29 11:10:21:917',23,0,0,17,458,0,4,?,?
1215,'2019/10/29 11:10:21:934',23,0,0,17,458,0,4,?,?
1216,'2019/10/29 11:10:21:951',23,0,0,18,458,0,4,?,?
1217,'2019/10/29 11:10:21:967',23,0,0,18,458,0,4,?,?
1218,'2019/10/29 11:10:21:984',23,0,0,18,458,0,4,?,?
1219,'2019/10/29 11:34:43:736',24,0,0,0,0,-236,?,?,2
1220,'2019/10/29 11:34:43:753',24,0,0,0,0,-236,?,?,2
1221,'2019/10/29 11:34:43:769',24,0,0,0,0,-236,?,?,2
1222,'2019/10/29 11:34:43:786',24,502,356,0,0,-236,?,?,2
1223,'2019/10/29 11:34:43:803',24,502,356,0,0,-236,?,?,2
1224,'2019/10/29 11:34:43:820',24,526,350,0,0,-236,?,?,2
1225,'2019/10/29 11:34:43:836',24,526,350,0,0,-236,?,?,2
1226,'2019/10/29 11:34:43:853',24,526,350,0,0,-236,?,?,2
1227,'2019/10/29 11:34:43:870',24,552,349,0,0,-236,?,?,2
1228,'2019/10/29 11:34:43:887',24,552,349,0,0,-236,?,?,2
1229,'2019/10/29 11:34:43:903',24,556,349,0,0,-236,?,?,2
1230,'2019/10/29 11:34:43:919',24,556,349,0,0,-236,?,?,2
1231,'2019/10/29 11:34:43:936',24,556,349,0,0,-236,?,?,2
1232,'2019/10/29 11:34:43:953',24,555,341,0,0,-236,?,?,2
1233,'2019/10/29 11:34:43:970',24,555,341,0,0,-236,?,?,2
1234,'2019/10/29 11:34:43:987',24,554,336,0,0,-236,?,?,2
1235,'2019/10/29 11:34:44:003',24,554,336,0,0,-236,?,?,2
1236,'2019/10/29 11:34:44:020',24,548,336,0,0,-236,?,?,2
1237,'2019/10/29 11:34:44:036',24,548,336,0,0,-236,?,?,2
1238,'2019/10/29 11:34:44:053',24,545,336,0,0,-236,?,?,2
1239,'2019/10/29 11:34:44:069',24,545,336,0,0,-236,?,?,2
1240,'2019/10/29 11:34:44:087',24,540,332,0,0,-236,?,?,2
1241,'2019/10/29 11:34:44:103',24,540,332,0,0,-236,?,?,2
1242,'2019/10/29 11:34:44:120',24,538,331,0,0,-236,?,?,2
1243,'2019/10/29 11:34:44:137',24,538,331,0,0,-236,?,?,2
1244,'2019/10/29 11:34:46:602',25,169,317,0,0,-538,?,?,2
1245,'2019/10/29 11:34:46:618',25,195,297,0,0,-538,?,?,2
1246,'2019/10/29 11:34:46:635',25,195,297,0,0,-512,?,?,2
1247,'2019/10/29 11:34:46:652',25,195,297,0,0,-512,?,?,2
1248,'2019/10/29 11:34:46:668',25,257,276,0,0,-512,?,?,2
1249,'2019/10/29 11:34:46:685',25,257,276,0,0,-512,?,?,2
1250,'2019/10/29 11:34:46:702',25,289,276,0,0,-512,?,?,2
1251,'2019/10/29 11:34:46:719',25,289,276,0,0,-512,?,?,2
1252,'2019/10/29 11:34:46:735',25,318,282,0,0,-512,?,?,2
1253,'2019/10/29 11:34:46:752',25,318,282,0,0,-512,?,?,2
1254,'2019/10/29 11:34:46:768',25,0,0,0,0,-512,?,?,2
1255,'2019/10/29 11:34:46:785',25,0,0,0,0,-512,?,?,2
1256,'2019/10/29 11:34:46:802',25,0,0,0,0,-512,?,?,2
1257,'2019/10/29 11:34:46:818',25,0,0,0,0,-512,?,?,2
1258,'2019/10/29 11:34:46:836',25,0,0,0,0,-512,?,?,2
1259,'2019/10/29 11:34:46:852',25,0,0,0,0,-492,?,?,2
1260,'2019/10/29 11:34:46:868',25,0,0,0,0,-492,?,?,2
1261,'2019/10/29 11:34:46:885',25,0,0,0,0,-492,?,?,2
1262,'2019/10/29 11:34:46:902',25,0,0,0,0,-492,?,?,2
1263,'2019/10/29 11:34:46:918',25,0,0,0,0,-492,?,?,2
1264,'2019/10/29 11:34:46:935',25,0,0,0,0,-492,?,?,2
1265,'2019/10/29 11:34:46:952',25,487,404,0,0,-318,?,?,2
1266,'2019/10/29 11:34:46:968',25,487,404,0,0,-318,?,?,2
1267,'2019/10/29 11:34:46:985',25,489,405,0,0,-318,?,?,2
1268,'2019/10/29 11:34:47:002',25,489,405,0,0,-318,?,?,2
1269,'2019/10/29 11:34:47:018',25,488,404,0,0,-318,?,?,2
1270,'2019/10/29 11:34:49:051',26,0,0,0,0,-318,?,?,2
1271,'2019/10/29 11:34:49:068',26,0,0,0,0,-318,?,?,2
1272,'2019/10/29 11:34:49:084',26,0,0,0,0,-318,?,?,2
1273,'2019/10/29 11:34:49:100',26,0,0,0,0,-318,?,?,2
1274,'2019/10/29 11:34:49:118',26,0,0,0,0,-318,?,?,2
1275,'2019/10/29 11:34:49:134',26,0,0,0,0,-318,?,?,2
1276,'2019/10/29 11:34:49:150',26,0,0,0,0,-318,?,?,2
1277,'2019/10/29 11:34:49:167',26,446,379,0,0,-318,?,?,2
1278,'2019/10/29 11:34:49:184',26,446,379,0,0,-318,?,?,2
1279,'2019/10/29 11:34:49:201',26,471,370,0,0,-318,?,?,2
1280,'2019/10/29 11:34:49:217',26,471,370,0,0,-318,?,?,2
1281,'2019/10/29 11:34:49:234',26,485,363,0,0,-318,?,?,2
1282,'2019/10/29 11:34:49:251',26,485,363,0,0,-265,?,?,2
1283,'2019/10/29 11:34:49:267',26,492,358,0,0,-265,?,?,2
1284,'2019/10/29 11:34:49:284',26,492,358,0,0,-265,?,?,2
1285,'2019/10/29 11:34:49:301',26,495,357,0,0,-265,?,?,2
1286,'2019/10/29 11:34:49:317',26,495,357,0,0,-265,?,?,2
1287,'2019/10/29 11:34:49:334',26,495,357,0,0,-265,?,?,2
1288,'2019/10/29 11:34:49:350',26,493,357,0,0,-265,?,?,2
1289,'2019/10/29 11:34:49:368',26,493,357,0,0,-265,?,?,2
1290,'2019/10/29 11:34:49:383',26,492,355,0,0,-265,?,?,2
1291,'2019/10/29 11:34:51:500',27,0,0,0,0,-277,?,?,2
1292,'2019/10/29 11:34:51:516',27,536,365,0,0,-277,?,?,2
1293,'2019/10/29 11:34:51:532',27,536,365,0,0,-277,?,?,2
1294,'2019/10/29 11:34:51:549',27,557,360,0,0,-277,?,?,2
1295,'2019/10/29 11:34:51:565',27,557,360,0,0,-277,?,?,2
1296,'2019/10/29 11:34:51:583',27,571,357,0,0,-277,?,?,2
1297,'2019/10/29 11:34:51:599',27,571,357,0,0,-277,?,?,2
1298,'2019/10/29 11:34:51:616',27,571,357,0,0,-277,?,?,2
1299,'2019/10/29 11:34:51:633',27,577,357,0,0,-277,?,?,2
1300,'2019/10/29 11:34:51:649',27,577,357,0,0,-277,?,?,2
1301,'2019/10/29 11:34:51:666',27,574,353,0,0,-277,?,?,2
1302,'2019/10/29 11:34:51:683',27,574,353,0,0,-277,?,?,2
1303,'2019/10/29 11:34:51:699',27,569,348,0,0,-277,?,?,2
1304,'2019/10/29 11:34:51:717',27,569,348,0,0,-277,?,?,2
1305,'2019/10/29 11:34:51:732',27,565,345,0,0,-277,?,?,2
1306,'2019/10/29 11:34:54:049',28,0,0,0,0,-521,?,?,2
1307,'2019/10/29 11:34:54:065',28,0,0,0,0,-521,?,?,2
1308,'2019/10/29 11:34:54:082',28,0,0,0,0,-521,?,?,2
1309,'2019/10/29 11:34:54:099',28,0,0,0,0,-521,?,?,2
1310,'2019/10/29 11:34:54:116',28,536,335,0,0,-521,?,?,2
1311,'2019/10/29 11:34:54:132',28,536,335,0,0,-521,?,?,2
1312,'2019/10/29 11:34:54:148',28,536,335,0,0,-521,?,?,2
1313,'2019/10/29 11:34:54:166',28,543,331,0,0,-521,?,?,2
1314,'2019/10/29 11:34:54:181',28,543,331,0,0,-521,?,?,2
1315,'2019/10/29 11:34:54:199',28,542,335,0,0,-521,?,?,2
1316,'2019/10/29 11:34:54:216',28,542,335,0,0,-521,?,?,2
1317,'2019/10/29 11:34:54:233',28,538,331,0,0,-521,?,?,2
1318,'2019/10/29 11:34:54:248',28,538,331,0,0,-521,?,?,2
1319,'2019/10/29 11:34:54:265',28,523,327,0,0,-521,?,?,2
1320,'2019/10/29 11:34:54:282',28,523,327,0,0,-521,?,?,2
1321,'2019/10/29 11:34:54:298',28,512,325,0,0,-521,?,?,2
1322,'2019/10/29 11:35:20:603',29,0,0,0,0,0,?,?,1
1323,'2019/10/29 11:35:20:620',29,0,0,0,0,0,?,?,1
1324,'2019/10/29 11:35:20:637',29,0,0,0,0,0,?,?,1
1325,'2019/10/29 11:35:20:653',29,0,0,0,0,0,?,?,1
1326,'2019/10/29 11:35:20:670',29,0,0,0,0,0,?,?,1
1327,'2019/10/29 11:35:20:687',29,0,0,0,0,0,?,?,1
1328,'2019/10/29 11:35:20:703',29,0,0,0,0,0,?,?,1
1329,'2019/10/29 11:35:20:721',29,0,0,0,0,0,?,?,1
1330,'2019/10/29 11:35:20:737',29,0,0,0,0,0,?,?,1
1331,'2019/10/29 11:35:20:754',29,0,0,0,0,0,?,?,1
1332,'2019/10/29 11:35:20:770',29,0,0,0,0,0,?,?,1
1333,'2019/10/29 11:35:20:787',29,0,0,0,0,0,?,?,1
1334,'2019/10/29 11:35:20:803',29,0,0,0,0,0,?,?,1
1335,'2019/10/29 11:35:20:820',29,0,0,0,0,0,?,?,1
1336,'2019/10/29 11:35:20:836',29,0,0,0,0,0,?,?,1
1337,'2019/10/29 11:35:20:853',29,0,0,0,0,0,?,?,1
1338,'2019/10/29 11:35:20:870',29,0,0,0,0,0,?,?,1
1339,'2019/10/29 11:35:20:887',29,0,0,0,0,0,?,?,1
1340,'2019/10/29 11:35:20:904',29,0,0,0,0,0,?,?,1
1341,'2019/10/29 11:35:20:920',29,0,0,0,0,0,?,?,1
1342,'2019/10/29 11:35:20:938',29,0,0,0,0,0,?,?,1
1343,'2019/10/29 11:35:20:953',29,0,0,0,0,0,?,?,1
1344,'2019/10/29 11:35:20:970',29,0,0,0,0,0,?,?,1
1345,'2019/10/29 11:35:20:986',29,0,0,0,0,0,?,?,1
1346,'2019/10/29 11:35:30:083',30,238,367,0,0,-7,?,?,1
1347,'2019/10/29 11:35:30:099',30,235,368,0,0,-7,?,?,1
1348,'2019/10/29 11:35:30:117',30,235,368,0,0,-7,?,?,1
1349,'2019/10/29 11:35:30:133',30,232,372,0,0,-7,?,?,1
1350,'2019/10/29 11:35:30:149',30,224,369,0,0,-8,?,?,1
1351,'2019/10/29 11:35:30:166',30,224,369,0,0,-8,?,?,1
1352,'2019/10/29 11:35:30:183',30,223,374,0,0,-8,?,?,1
1353,'2019/10/29 11:35:30:199',30,223,374,0,0,-8,?,?,1
1354,'2019/10/29 11:35:30:216',30,223,374,0,0,-8,?,?,1
1355,'2019/10/29 11:35:30:233',30,221,376,0,0,-8,?,?,1
1356,'2019/10/29 11:35:30:249',30,218,378,0,0,-8,?,?,1
1357,'2019/10/29 11:35:30:266',30,218,378,0,0,-8,?,?,1
1358,'2019/10/29 11:35:30:283',30,210,377,0,0,-8,?,?,1
1359,'2019/10/29 11:35:30:299',30,210,377,0,0,-8,?,?,1
1360,'2019/10/29 11:35:30:316',30,210,377,0,0,-8,?,?,1
1361,'2019/10/29 11:35:30:333',30,210,380,0,0,-8,?,?,1
1362,'2019/10/29 11:35:30:349',30,206,381,0,0,-8,?,?,1
1363,'2019/10/29 11:35:30:366',30,206,381,0,0,-8,?,?,1
1364,'2019/10/29 11:35:30:383',30,201,379,0,0,-8,?,?,1
1365,'2019/10/29 11:35:30:399',30,201,379,0,0,-8,?,?,1
1366,'2019/10/29 11:35:30:416',30,201,379,0,0,-8,?,?,1
1367,'2019/10/29 11:35:30:432',30,198,378,0,0,-8,?,?,1
1368,'2019/10/29 11:35:30:449',30,194,382,0,0,-8,?,?,1
1369,'2019/10/29 11:35:30:466',30,194,382,0,0,-8,?,?,1
1370,'2019/10/29 11:35:30:483',30,194,382,0,0,-8,?,?,1
1371,'2019/10/29 11:35:30:500',30,191,382,0,0,-8,?,?,1
1372,'2019/10/29 11:35:30:516',30,191,382,0,0,-8,?,?,1
1373,'2019/10/29 11:35:30:533',30,186,380,0,0,-8,?,?,1
1374,'2019/10/29 11:35:30:549',30,186,380,0,0,-8,?,?,1
1375,'2019/10/29 11:35:32:765',31,56,367,0,0,-7,?,?,1
1376,'2019/10/29 11:35:32:782',31,56,367,0,0,-7,?,?,1
1377,'2019/10/29 11:35:32:798',31,57,364,0,0,-7,?,?,1
1378,'2019/10/29 11:35:32:815',31,57,364,0,0,-7,?,?,1
1379,'2019/10/29 11:35:32:832',31,59,365,0,0,-7,?,?,1
1380,'2019/10/29 11:35:32:849',31,59,365,0,0,-7,?,?,1
1381,'2019/10/29 11:35:32:866',31,55,361,0,0,-7,?,?,1
1382,'2019/10/29 11:35:32:882',31,55,361,0,0,-7,?,?,1
1383,'2019/10/29 11:35:32:900',31,62,362,0,0,-7,?,?,1
1384,'2019/10/29 11:35:32:915',31,62,362,0,0,-7,?,?,1
1385,'2019/10/29 11:35:32:932',31,65,363,0,0,-7,?,?,1
1386,'2019/10/29 11:35:32:948',31,65,363,0,0,-7,?,?,1
1387,'2019/10/29 11:35:32:965',31,65,362,0,0,-7,?,?,1
1388,'2019/10/29 11:35:32:982',31,65,362,0,0,-7,?,?,1
1389,'2019/10/29 11:35:32:998',31,67,361,0,0,-7,?,?,1
1390,'2019/10/29 11:35:33:015',31,67,361,0,0,-7,?,?,1
1391,'2019/10/29 11:35:33:032',31,69,362,0,0,-7,?,?,1
1392,'2019/10/29 11:35:33:048',31,69,362,0,0,-7,?,?,1
1393,'2019/10/29 11:35:33:065',31,75,359,0,0,-7,?,?,1
1394,'2019/10/29 11:35:33:081',31,75,359,0,0,-7,?,?,1
1395,'2019/10/29 11:35:33:099',31,79,357,0,0,-7,?,?,1
1396,'2019/10/29 11:35:33:115',31,79,357,0,0,-7,?,?,1
1397,'2019/10/29 11:35:33:131',31,83,357,0,0,-7,?,?,1
1398,'2019/10/29 11:35:33:148',31,83,357,0,0,-6,?,?,1
1399,'2019/10/29 11:35:33:165',31,86,356,0,0,-6,?,?,1
1400,'2019/10/29 11:35:33:181',31,86,356,0,0,-6,?,?,1
1401,'2019/10/29 11:35:33:198',31,90,355,0,0,-6,?,?,1
1402,'2019/10/29 11:35:33:215',31,90,355,0,0,-6,?,?,1
1403,'2019/10/29 11:35:33:232',31,95,354,0,0,-6,?,?,1
1404,'2019/10/29 11:35:33:248',31,95,354,0,0,-6,?,?,1
1405,'2019/10/29 11:35:37:780',32,530,389,0,0,-10,?,?,1
1406,'2019/10/29 11:35:37:796',32,530,389,0,0,-10,?,?,1
1407,'2019/10/29 11:35:37:812',32,530,389,0,0,-10,?,?,1
1408,'2019/10/29 11:35:37:830',32,532,389,0,0,-10,?,?,1
1409,'2019/10/29 11:35:37:846',32,532,389,0,0,-10,?,?,1
1410,'2019/10/29 11:35:37:862',32,519,392,0,0,-13,?,?,1
1411,'2019/10/29 11:35:37:879',32,519,392,0,0,-13,?,?,1
1412,'2019/10/29 11:35:37:896',32,530,390,0,0,-13,?,?,1
1413,'2019/10/29 11:35:37:912',32,530,390,0,0,-13,?,?,1
1414,'2019/10/29 11:35:37:929',32,528,390,0,0,-13,?,?,1
1415,'2019/10/29 11:35:37:945',32,528,390,0,0,-13,?,?,1
1416,'2019/10/29 11:35:37:963',32,533,389,0,0,-13,?,?,1
1417,'2019/10/29 11:35:37:979',32,533,389,0,0,-13,?,?,1
1418,'2019/10/29 11:35:37:996',32,530,388,0,0,-13,?,?,1
1419,'2019/10/29 11:35:38:012',32,530,388,0,0,-13,?,?,1
1420,'2019/10/29 11:35:38:029',32,524,390,0,0,-13,?,?,1
1421,'2019/10/29 11:35:38:046',32,524,390,0,0,-13,?,?,1
1422,'2019/10/29 11:35:38:062',32,529,386,0,0,-13,?,?,1
1423,'2019/10/29 11:35:38:079',32,529,386,0,0,-13,?,?,1
1424,'2019/10/29 11:35:38:096',32,525,392,0,0,-13,?,?,1
1425,'2019/10/29 11:35:40:478',33,56,81,0,0,-41,?,?,1
1426,'2019/10/29 11:35:40:494',33,57,80,0,0,-41,?,?,1
1427,'2019/10/29 11:35:40:512',33,57,80,0,0,-41,?,?,1
1428,'2019/10/29 11:35:40:528',33,57,80,0,0,-41,?,?,1
1429,'2019/10/29 11:35:40:544',33,57,80,0,0,-41,?,?,1
1430,'2019/10/29 11:35:40:561',33,58,79,0,0,-41,?,?,1
1431,'2019/10/29 11:35:40:578',33,58,79,0,0,-41,?,?,1
1432,'2019/10/29 11:35:40:594',33,60,79,0,0,-41,?,?,1
1433,'2019/10/29 11:35:40:611',33,60,79,0,0,-41,?,?,1
1434,'2019/10/29 11:35:40:628',33,62,79,0,0,-41,?,?,1
1435,'2019/10/29 11:35:40:645',33,62,79,0,0,-41,?,?,1
1436,'2019/10/29 11:35:40:661',33,64,79,0,0,-41,?,?,1
1437,'2019/10/29 11:35:40:678',33,64,79,0,0,-41,?,?,1
1438,'2019/10/29 11:35:40:695',33,66,79,0,0,-41,?,?,1
1439,'2019/10/29 11:35:40:711',33,66,79,0,0,-41,?,?,1
1440,'2019/10/29 11:35:40:728',33,69,80,0,0,-41,?,?,1
1441,'2019/10/29 11:35:40:746',33,69,80,0,0,-41,?,?,1
1442,'2019/10/29 11:35:40:761',33,71,78,0,0,-41,?,?,1
1443,'2019/10/29 11:35:40:777',33,71,78,0,0,-41,?,?,1
1444,'2019/10/29 11:35:40:795',33,74,78,0,0,-41,?,?,1
1445,'2019/10/29 11:35:40:811',33,74,78,0,0,-41,?,?,1
1446,'2019/10/29 11:35:40:829',33,76,78,0,0,-41,?,?,1
1447,'2019/10/29 11:35:40:844',33,76,78,0,0,-41,?,?,1
1448,'2019/10/29 11:35:41:644',34,394,100,0,0,-14,?,?,1
1449,'2019/10/29 11:35:41:661',34,400,102,0,0,-14,?,?,1
1450,'2019/10/29 11:35:41:677',34,400,102,0,0,-14,?,?,1
1451,'2019/10/29 11:35:41:694',34,405,103,0,0,-14,?,?,1
1452,'2019/10/29 11:35:41:710',34,405,103,0,0,-14,?,?,1
1453,'2019/10/29 11:35:41:728',34,409,105,0,0,-14,?,?,1
1454,'2019/10/29 11:35:41:744',34,409,105,0,0,-14,?,?,1
1455,'2019/10/29 11:35:41:761',34,415,103,0,0,-14,?,?,1
1456,'2019/10/29 11:35:41:777',34,415,103,0,0,-14,?,?,1
1457,'2019/10/29 11:35:41:795',34,421,104,0,0,-14,?,?,1
1458,'2019/10/29 11:35:41:810',34,421,104,0,0,-14,?,?,1
1459,'2019/10/29 11:35:41:828',34,425,105,0,0,-14,?,?,1
1460,'2019/10/29 11:35:41:844',34,425,105,0,0,-12,?,?,1
1461,'2019/10/29 11:35:41:861',34,434,107,0,0,-12,?,?,1
1462,'2019/10/29 11:35:41:878',34,434,107,0,0,-10,?,?,1
1463,'2019/10/29 11:35:41:894',34,437,107,0,0,-10,?,?,1
1464,'2019/10/29 11:35:41:911',34,437,107,0,0,-8,?,?,1
